"id_product";"reference";"name";"description";"link_rewrite";"link_rewrite";"id_image"
"1187";"2019/131i";"Paire d'appliques dragon en bronze, 19è siècle";"<p>Paire d'appliques dragon en bronze, 19è siècle</p>";"luminaires";"paire-d-appliques-dragon-en-bronze-19e-siecle";"1553"
"1188";"2010/205B";"Cuillère à sauce en argent 800è et vermeil";"<p>Cuillère à sauce en argent 800è et vermeil</p>";"argenterie-et-verrerie";"cuillere-a-sauce-en-argent-800e-et-vermeil";"1555"
"1189";"2010/263i";"Tasse et sous-tasse Empire";"<p>Tasse et sous-tasse Empire</p>";"divers";"tasse-et-sous-tasse-empire";"1556"
"1190";"2015/172E";"Cuillère à absinthe en métal argenté";"<p>Cuillère à absinthe en métal argenté</p>";"divers";"cuillere-a-absinthe-en-metal-argente";"1557"
"1191";"2018/03i";"Cruche à lait en faïence de Namur, fin 18è siècle";"<p>Cruche à lait en faïence de Namur, fin 18è siècle</p>";"porcelaine-et-faience";"cruche-a-lait-en-faience-de-namur-fin-18e-siecle";"1558"
"1192";"2017/99D2";"Carrafon Louis Philippe, circa 1860";"<p>Carrafon Louis Philippe, circa 1860</p>";"divers";"carrafon-louis-philippe-circa-1860";"1559"
"1193";"2017/220E";"Paire de carafons en Val Saint-Lambert";"<p>Paire de carafons en Val Saint-Lambert</p>";"divers";"paire-de-carafons-en-val-saint-lambert";"1560"
"1194";"2009/30F";"Pince à sucre en argent tête de Minerve, style Régence";"<p>Pince à sucre en argent tête de Minerve, style Régence</p>";"argenterie-et-verrerie";"pince-a-sucre-en-argent-tete-de-minerve-style-regence";"1561"
"1195";"2012/194B";"Pince à sucre en argent";"<p>Pince à sucre en argent </p>";"argenterie-et-verrerie";"pince-a-sucre-en-argent";"1562"
"1196";"2016/191E3";"Pince à sucre en argent 800è";"<p>Pince à sucre en argent 800è </p>";"argenterie-et-verrerie";"pince-a-sucre-en-argent-800e";"1563"
"1197";"2016/81E";"Pince à sucre en métal argenté";"<p>Pince à sucre en métal argenté</p>";"divers";"pince-a-sucre-en-metal-argente";"1564"
"1198";"2015/02A";"Paire d'encriers, époque Louis Philippe";"<p>Paire d'encriers, époque Louis Philippe</p>";"divers";"paire-d-encriers-epoque-louis-philippe";"1565"
"1199";"2016/90";"Paire d'encriers en verre";"<p>Paire d'encriers en verre</p>";"argenterie-et-verrerie";"paire-d-encriers-en-verre";"1566"
"1200";"2016/309E";"Ensemble de six petits couteaux anglais, manche en agathe";"<p>Ensemble de six petits couteaux anglais, manche en agathe</p>";"divers";"ensemble-de-six-petits-couteaux-anglais-manche-en-agathe";"1567"
"1201";"2011/13E";"Pelle à tarte en argent 800è";"<p>Pelle à tarte en argent 800è </p>";"argenterie-et-verrerie";"pelle-a-tarte-en-argent-800e";"1568"
"1202";"2010/106B";"Pair of Regency old Sheffield plate, butter dishes (traduire en français??)";"<p>Pair of Regency old Sheffield plate, butter dishes (traduire en français??)</p>";"divers";"pair-of-regency-old-sheffield-plate-butter-dishes-traduire-en-francais";"1569"
"1203";"2005/80D";"Louche à punch en argent";"<p>Louche à punch en argent</p>";"argenterie-et-verrerie";"louche-a-punch-en-argent";"1570"
"1204";"2017/90F";"Petite boîte en porcelaine de Bruxelles";"<p>Petite boîte en porcelaine de Bruxelles</p>";"porcelaine-et-faience";"petite-boite-en-porcelaine-de-bruxelles";"1571"
"1205";"2016/196D";"Nécessaire de couture, Birmingham, 1927";"<p>Nécessaire de couture, Birmingham, 1927</p>";"divers";"necessaire-de-couture-birmingham-1927";"1572"
"1206";"2017/07G";"Statuette en vieux Bruxelles ""alcoolique""";"<p>Statuette en vieux Bruxelles ""alcoolique""</p>";"divers";"statuette-en-vieux-bruxelles-alcoolique";"1573"
"1207";"2017/07C";"Deux statuettes en vieux Bruxelles";"<p>Deux statuettes en vieux Bruxelles</p>";"divers";"deux-statuettes-en-vieux-bruxelles";"1574"
"1208";"2014/158A";"Nécessaire de table en cristal en argent 835è, six pièces et une petite cuillère";"<p>Nécessaire de table en cristal en argent 835è, six pièces et une petite cuillère</p>";"mobilier";"necessaire-de-table-en-cristal-en-argent-835e-six-pieces-et-une-petite-cuillere";"1575"
"1209";"2018/90D";"Hibou en verre, 20è siècle";"<p>Hibou en verre, 20è siècle</p>";"argenterie-et-verrerie";"hibou-en-verre-20e-siecle";"1576"
"1210";"2016/304L";"Paire de petits bougeoirs en argent 925è";"<p>Paire de petits bougeoirs en argent 925è</p>";"argenterie-et-verrerie";"paire-de-petits-bougeoirs-en-argent-925e";"1577"
"1211";"2004/296F";"Paire de chandeliers en argent";"<p>Paire de chandeliers en argent</p>";"argenterie-et-verrerie";"paire-de-chandeliers-en-argent";"1578"
"1212";"2012/194A";"Deux couverts à dessert anglais en argent";"<p>Deux couverts à dessert anglais en argent </p>";"argenterie-et-verrerie";"deux-couverts-a-dessert-anglais-en-argent";"1579"
"1213";"2009/30D";"Moutardier en argent ""800""";"<p>Moutardier en argent ""800""</p>";"argenterie-et-verrerie";"moutardier-en-argent-800";"1580"
"1214";"2017/160";"Salières en argent 800è avec deux petites cuillères en métal argenté";"<p>Salières en argent 800è avec deux petites cuillères en métal argenté</p>";"argenterie-et-verrerie";"salieres-en-argent-800e-avec-deux-petites-cuilleres-en-metal-argente";"1581"
"1215";"2017/90H";"Boîte en argent, 19è siècle";"<p>Boîte en argent, 19è siècle</p>";"argenterie-et-verrerie";"boite-en-argent-19e-siecle";"1582"
"1216";"2013/242bis2";"Coupe en argent, Suède, 1933";"<p>Coupe en argent, Suède, 1933</p>";"argenterie-et-verrerie";"coupe-en-argent-suede-1933";"1583"
"1218";"2019/131K";"Nain en bois sculpté forêt noire";"<p>Nain en bois sculpté forêt noire</p>";"sculptures";"nain-en-bois-sculpte-foret-noire";"1585"
"1219";"2019/131L";"Jument et son poulain, bronze signé Bary E.";"<p>Jument et son poulain, bronze signé Bary E.</p>";"divers";"jument-et-son-poulain-bronze-signe-bary-e";"1586"
"1220";"2008/78B";"Passe-thé en métal argenté";"<p>Passe-thé en métal argenté</p>";"divers";"passe-the-en-metal-argente";"1587"
"1221";"2016/200B";"Pince à sucre en argent 800è, poiçon A², Belgique, entre 1869 et 1942";"<p>Pince à sucre en argent 800è, poiçon A², Belgique, entre 1869 et 1942</p>";"argenterie-et-verrerie";"pince-a-sucre-en-argent-800e-poicon-a-belgique-entre-1869-et-1942";"1588"
"1222";"2015/242/30/1";"Jument et son poulain en bronze ""MENE""";"<p>Jument et son poulain en bronze ""MENE""</p>";"sculptures";"jument-et-son-poulain-en-bronze-mene";"1589"
"1224";"2017/03M9";"Gravure";"<p>Gravure</p>";"tableaux";"gravure";"1591"
"1225";"2019/131N";"Paire de lampe en bronze et marbre";"<p>Paire de lampe en bronze et marbre</p>";"luminaires";"paire-de-lampe-en-bronze-et-marbre";"1592"
"1226";"2013/242bis1";"Coupe en argent 830è, Suède";"<p>Coupe en argent 830è, Suède </p>";"argenterie-et-verrerie";"coupe-en-argent-830e-suede";"1593"
"1228";"2019/132F";"Petit plateau en argent ""800""";"<p>Petit plateau en argent ""800""</p>";"argenterie-et-verrerie";"petit-plateau-en-argent-800";"1595"
"1229";"2016/04C9";"Phoque en Copenhague";"<p>Phoque en Copenhague</p>";"divers";"phoque-en-copenhague";"1596"
"1230";"2019/131P";"Colonne en bois fin 19è siècle";"<p>Colonne en bois fin 19è siècle</p>";"sculptures";"colonne-en-bois-fin-19e-siecle";"1597"
"1231";"2019/132C";"Petit moutardier en verre avec cuillère en métal argenté, Angleterre";"<p>Petit moutardier en verre avec cuillère en métal argenté, Angleterre</p>";"argenterie-et-verrerie";"petit-moutardier-en-verre-avec-cuillere-en-metal-argente-angleterre";"1598"
"1232";"2019/132D";"Faïence de ""Hannong"", Strasbourg, 19è siècle";"<p>Faïence de ""Hannong"", Strasbourg, 19è siècle</p>";"porcelaine-et-faience";"faience-de-hannong-strasbourg-19e-siecle";"1599"
"1233";"2018/198";"Faisan en bronze, Angleterre, circa 1920";"<p>Faisan en bronze, Angleterre, circa 1920</p>";"sculptures";"faisan-en-bronze-angleterre-circa-1920";"1600"
"1234";"2013/81B";"Cochon en bronze, 20è siècle";"<p>Cochon en bronze, 20è siècle</p>";"sculptures";"cochon-en-bronze-20e-siecle";"1601"
"1235";"2019/05B";"Panthère en bronze, signée Oscar Waldmann (1856-1937)";"<p>Panthère en bronze, signée Oscar Waldmann (1856-1937)</p>";"sculptures";"panthere-en-bronze-signee-oscar-waldmann-1856-1937";"1603"
"1236";"2018/202A";"Bronze anglais, ""Cavaliers""";"<p>Bronze anglais, ""Cavaliers""</p>";"divers";"bronze-anglais-cavaliers";"1604"
"1237";"2018/202E";"Bronze anglais, singe avec deux dés à coudre";"<p>Bronze anglais, singe avec deux dés à coudre</p>";"divers";"bronze-anglais-singe-avec-deux-des-a-coudre";"1605"
"1238";"2017/01G";"Petit chat en métal argenté sur fauteuil";"<p>Petit chat en métal argenté sur fauteuil </p>";"fauteuils";"petit-chat-en-metal-argente-sur-fauteuil";"1606"
"1239";"2018/202B";"Bronze anglais, ""Caniche"", circa 1900";"<p>Bronze anglais, ""Caniche"", circa 1900</p>";"divers";"bronze-anglais-caniche-circa-1900";"1607"
"1240";"2019/131J";"Gravure des enfants Wellington, 19è siècle";"<p>Gravure des enfants Wellington, 19è siècle</p>";"tableaux";"gravure-des-enfants-wellington-19e-siecle";"1608"
"1241";"2017/169B";"Coussinet à aiguilles avec aigle en régule, fin 19è siècle";"<p>Coussinet à aiguilles avec aigle en régule, fin 19è siècle</p>";"divers";"coussinet-a-aiguilles-avec-aigle-en-regule-fin-19e-siecle";"1610"
"1242";"2018/205A";"Singe en bronze, Angleterre";"<p>Singe en bronze, Angleterre</p>";"sculptures";"singe-en-bronze-angleterre";"1611"
"1243";"2016/04F";"Pot au lait en argent, Suède, après 1912";"<p>Pot au lait en argent, Suède, après 1912</p>";"argenterie-et-verrerie";"pot-au-lait-en-argent-suede-apres-1912";"1612"
"1244";"2012/263";"Porte-mine et canif en or 18 carat";"<p>Porte-mine et canif en or 18 carat</p>";"divers";"porte-mine-et-canif-en-or-18-carat";"1613"
"1245";"2015/114E";"Saucière en argent et son plateau, Belgique, enre 1831 et 1868";"<p>Saucière en argent et son plateau, Belgique, enre 1831 et 1868</p>";"argenterie-et-verrerie";"sauciere-en-argent-et-son-plateau-belgique-enre-1831-et-1868";"1614"
"1246";"2010/193H";"Petite botte en cuivre";"<p>Petite botte en cuivre</p>";"divers";"petite-botte-en-cuivre";"1615"
"1247";"2016/88F";"Encrier de voyage, époque Victorienne";"<p>Encrier de voyage, époque Victorienne</p>";"divers";"encrier-de-voyage-epoque-victorienne";"1616"
"1248";"2005/93H";"Boite en crystal avec couvercle en argent, Birmingham, 1779";"<p>Boite en crystal avec couvercle en argent, Birmingham, 1779</p>";"argenterie-et-verrerie";"boite-en-crystal-avec-couvercle-en-argent-birmingham-1779";"1617"
"1249";"2005/238C";"Boite scandinave en bois écrasé";"<p>Boite scandinave en bois écrasé</p>";"sculptures";"boite-scandinave-en-bois-ecrase";"1618"
"1250";"2016/284H";"Musicien forêt noire en bois sculpté";"<p>Musicien forêt noire en bois sculpté</p>";"sculptures";"musicien-foret-noire-en-bois-sculpte";"1619"
"1251";"2017/230H";"Icône en bois";"<p>Icône en bois</p>";"sculptures";"icone-en-bois";"1620"
"1252";"2018/91B";"Couteau et fourchette à gateaux en argent";"<p>Couteau et fourchette à gateaux en argent</p>";"argenterie-et-verrerie";"couteau-et-fourchette-a-gateaux-en-argent";"1621"
"1253";"2014/157o";"Théière en argent, Londres, 1845";"<p>Théière en argent, Londres, 1845</p>";"argenterie-et-verrerie";"theiere-en-argent-londres-1845";"1622"
"1254";"2015/263A";"Cafetière en argent Sheffield, 1921";"<p>Cafetière en argent Sheffield, 1921</p>";"argenterie-et-verrerie";"cafetiere-en-argent-sheffield-1921";"1623"
"1255";"2010/275A";"Crémier en argent victorien, Londres, 1894";"<p>Crémier en argent victorien, Londres, 1894</p>";"argenterie-et-verrerie";"cremier-en-argent-victorien-londres-1894";"1624"
"1256";"2015/114B";"Cafetière en argent 800è, Allemagne, fin 19è début 20è siècle (Tardy p.50)";"<p>Cafetière en argent 800è, Allemagne, fin 19è début 20è siècle (Tardy p.50)</p>";"argenterie-et-verrerie";"cafetiere-en-argent-800e-allemagne-fin-19e-debut-20e-siecle-tardy-p50";"1625"
"1257";"2012/276M";"Crémier en argent";"<p>Crémier en argent</p>";"argenterie-et-verrerie";"cremier-en-argent";"1626"
"1258";"2005/13F";"Pince à sucre en métal";"<p>Pince à sucre en métal</p>";"divers";"pince-a-sucre-en-metal";"1627"
"1259";"2019/132B";"Carafon à whisky en Val Saint-Lambert";"<p>Carafon à whisky en Val Saint-Lambert</p>";"divers";"carafon-a-whisky-en-val-saint-lambert";"1628"
"1260";"2017/220A14";"Carafon en cristal";"<p>Carafon en cristal</p>";"divers";"carafon-en-cristal";"1629"
"1261";"2017/220A8";"Carafon en cristal";"<p>Carafon en cristal</p>";"divers";"carafon-en-cristal";"1630"
"1262";"2017/220A11";"Carafon en cristal";"<p>Carafon en cristal</p>";"divers";"carafon-en-cristal";"1631"
"1263";"2017/220A10";"Carafon en cristal";"<p>Carafon en cristal </p>";"divers";"carafon-en-cristal";"1632"
"1264";"2019/132H";"Cafetière en argent, France, époque Louis Philippe";"<p>Cafetière en argent, France, époque Louis Philippe</p>";"argenterie-et-verrerie";"cafetiere-en-argent-france-epoque-louis-philippe";"1633"
"1265";"2010/117F";"Coffret Napoléon III contenant douze cuillères à café en vermeil, une pince et une cuillère à sucre  et un passe-thé";"<p>Coffret Napoléon III contenant douze cuillères à café en vermeil, une pince et une cuillère à sucre  et un passe-thé</p>";"mobilier";"coffret-napoleon-iii-contenant-douze-cuilleres-a-cafe-en-vermeil-une-pince-et-une-cuillere-a-sucre-et-un-passe-the";"1634"
"1266";"2017/90i";"Paire de bougeoires en argent, Belgique, circa 1860";"<p>Paire de bougeoires en argent, Belgique, circa 1860</p>";"argenterie-et-verrerie";"paire-de-bougeoires-en-argent-belgique-circa-1860";"1635"
"1267";"2004/274N";"Boîte en argent";"<p>Boîte en argent</p>";"argenterie-et-verrerie";"boite-en-argent";"1636"
"1268";"2008/178H";"Petite boîte en Limoges, 20è siècle";"<p>Petite boîte en Limoges, 20è siècle</p>";"divers";"petite-boite-en-limoges-20e-siecle";"1637"
"1269";"2016/308D";"Lithographie de Madou, ""Vue de Charleroy"", circa 1830";"<p>Lithographie de Madou, ""Vue de Charleroy"", circa 1830</p>";"divers";"lithographie-de-madou-vue-de-charleroy-circa-1830";"1638"
"1270";"2017/03J";"Paysage aquarelle";"<p>Paysage aquarelle</p>";"tableaux";"paysage-aquarelle";"1639"
"1271";"2016/278F";"Miroir doré, fin 19è siècle";"<p>Miroir doré, fin 19è siècle</p>";"miroirs-et-trumeaux";"miroir-dore-fin-19e-siecle";"1640"
"1272";"2013/195H";"Petit miroir en noyer, époque Edwardienne";"<p>Petit miroir en noyer, époque Edwardienne</p>";"miroirs-et-trumeaux";"petit-miroir-en-noyer-epoque-edwardienne";"1641"
"1273";"2013/76";"Element de lambris, époque Gustavienne";"<p>Element de lambris, époque Gustavienne</p>";"divers";"element-de-lambris-epoque-gustavienne";"1642"
"1274";"2017/99E";"Lampe avec bois sculpté polychrome, fin 18è siècle, Italie";"<p>Lampe avec bois sculpté polychrome, fin 18è siècle, Italie</p>";"luminaires";"lampe-avec-bois-sculpte-polychrome-fin-18e-siecle-italie";"1643"
"1275";"2011/166A";"Deux pieds de lampe en tôle, style Empire";"<p>Deux pieds de lampe en tôle, style Empire</p>";"luminaires";"deux-pieds-de-lampe-en-tole-style-empire";"1644"
"1276";"2019/132i";"Petite boîte en argent et vermeil, après 1888";"<p>Petite boîte en argent et vermeil, après 1888</p>";"argenterie-et-verrerie";"petite-boite-en-argent-et-vermeil-apres-1888";"1645"
"1277";"2019/03F3";"Bougeoire en verre";"<p>Bougeoire en verre</p>";"argenterie-et-verrerie";"bougeoire-en-verre";"1646"
"1278";"2019/132G";"Sucrier en argent, Birmingham, 1912";"<p>Sucrier en argent, Birmingham, 1912</p>";"argenterie-et-verrerie";"sucrier-en-argent-birmingham-1912";"1647"
"1279";"2019/52A";"Aquarelle signée ""Coenraets""";"<p>Aquarelle signée ""Coenraets""</p>";"tableaux";"aquarelle-signee-coenraets";"1648"
"1280";"2019/06";"Gravure ""chien couché"" par Herbert Dicksee, 1924";"<p>Gravure ""chien couché"" par Herbert Dicksee, 1924</p>";"tableaux";"gravure-chien-couche-par-herbert-dicksee-1924";"1649"
"1281";"2009/106A";"Petit confiturier en acajou";"<p>Petit confiturier en acajou</p>";"divers";"petit-confiturier-en-acajou";"1650"
"1282";"2015/172L";"Etoile en bois peint, 19è siècle";"<p>Etoile en bois peint, 19è siècle</p>";"sculptures";"etoile-en-bois-peint-19e-siecle";"1651"
"1283";"2011/110A";"Console polychrome, fin 19è siècle";"<p>Console polychrome, fin 19è siècle</p>";"divers";"console-polychrome-fin-19e-siecle";"1652"
"1284";"2012/109G";"Paire de gravures ""Le couché"" et ""Le levé""";"<p>Paire de gravures ""Le couché"" et ""Le levé""</p>";"tableaux";"paire-de-gravures-le-couche-et-le-leve";"1653"
"1285";"2012/05J";"Plat en Imari, Japon, 19è siècle";"<p>Plat en Imari, Japon, 19è siècle</p>";"porcelaine-et-faience";"plat-en-imari-japon-19e-siecle";"1654"
"1286";"2018/03C9";"Gravure latine, 18è siècle";"<p>Gravure latine, 18è siècle</p>";"tableaux";"gravure-latine-18e-siecle";"1655"
"1287";"2012/278F";"Miroir peint victorien";"<p>Miroir peint victorien</p>";"miroirs-et-trumeaux";"miroir-peint-victorien";"1656"
"1288";"2010/202H";"Assiette en Imari, Japon";"<p>Assiette en Imari, Japon</p>";"porcelaine-et-faience";"assiette-en-imari-japon";"1657"
"1289";"2015/177F";"Gravure ""Two strings to her bow""";"<p>Gravure ""Two strings to her bow""</p>";"tableaux";"gravure-two-strings-to-her-bow";"1658"
"1290";"2014/240";"Aquarelle napolitaine, circa 1830";"<p>Aquarelle napolitaine, circa 1830</p>";"tableaux";"aquarelle-napolitaine-circa-1830";"1659"
"1291";"2013/14B";"Gravure anglaise ""La chute""";"<p>Gravure anglaise ""La chute""</p>";"tableaux";"gravure-anglaise-la-chute";"1660"
"1292";"2008/98C";"Paire d'appliques";"<p>Paire d'appliques</p>";"luminaires";"paire-d-appliques";"1661"
"1293";"2010/259R";"Gravure ""charrue"", Suède, fin 19è siècle";"<p>Gravure ""charrue"", Suède, fin 19è siècle</p>";"tableaux";"gravure-charrue-suede-fin-19e-siecle";"1662"
"1294";"2015/242R";"Gravure d'après Carl et Horace Vernet, ""Troisième suite de chevaux"" (n°34)";"<p>Gravure d'après Carl et Horace Vernet, ""Troisième suite de chevaux"" (n°34)</p>";"tableaux";"gravure-d-apres-carl-et-horace-vernet-troisieme-suite-de-chevaux-n34";"1663"
"1295";"2018/93F";"Console en chêne patiné avec marbre, France, 19è siècle";"<p>Console en chêne patiné avec marbre, France, 19è siècle</p>";"divers";"console-en-chene-patine-avec-marbre-france-19e-siecle";"1664"
"1296";"2009/300D2";"Gravure ""L'halali"" par Carl Vernet";"<p>Gravure ""L'halali"" par Carl Vernet</p>";"tableaux";"gravure-l-halali-par-carl-vernet";"1665"
"1297";"2014/161A";"Gravure ""La course au premier tournant"", par Carl Vernet";"<p>Gravure ""La course au premier tournant"", par Carl Vernet</p>";"tableaux";"gravure-la-course-au-premier-tournant-par-carl-vernet";"1666"
"1298";"2006/93B";"Guéridon Napoléon III avec nacre";"<p>Guéridon Napoléon III avec nacre</p>";"mobilier";"gueridon-napoleon-iii-avec-nacre";"1667"
"1299";"2012/308D";"Cadre oval en bois doré";"<p>Cadre oval en bois doré</p>";"sculptures";"cadre-oval-en-bois-dore";"1668"
"1300";"2015/176D";"Petite étagère peinte, fin 19è siècle";"<p>Petite étagère peinte, fin 19è siècle</p>";"mobilier";"petite-etagere-peinte-fin-19e-siecle";"1669"
"1301";"2016/310A";"Selette en marqueterie";"<p>Selette en marqueterie</p>";"divers";"selette-en-marqueterie";"1670"
"1302";"2010/288K";"Statue de femme en verre";"<p>Statue de femme en verre</p>";"argenterie-et-verrerie";"statue-de-femme-en-verre";"1671"
"1303";"2015/182A";"Gravure ""The full erg.""";"<p>Gravure ""The full erg.""</p>";"tableaux";"gravure-the-full-erg";"1672"
"1304";"2019/02F";"Bois sculpté en provenance d'église";"<p>Bois sculpté en provenance d'église</p>";"divers";"bois-sculpte-en-provenance-d-eglise";"1673"
"1305";"2016/04C2";"Tasse en Copenhague";"<p>Tasse en Copenhague</p>";"divers";"tasse-en-copenhague";"1674"
"1306";"2012/275H";"Lampe à pétrole, fin 19è siècle";"<p>Lampe à pétrole, fin 19è siècle</p>";"luminaires";"lampe-a-petrole-fin-19e-siecle";"1675"
"1307";"2016/85i";"Grande serrure";"<p>Grande serrure</p>";"divers";"grande-serrure";"1676"
"1308";"2015/183H";"Trois éléments en bronze";"<p>Trois éléments en bronze</p>";"sculptures";"trois-elements-en-bronze";"1677"
"1309";"2010/123B";"Paire de gravures anglaises ""Sanguines""";"<p>Paire de gravures anglaises ""Sanguines""</p>";"tableaux";"paire-de-gravures-anglaises-sanguines";"1678"
"1310";"2015/235";"Quatre cornes de phacochère";"<p>Quatre cornes de phacochère</p>";"divers";"quatre-cornes-de-phacochere";"1679"
"1311";"2016/308F";"Gravure ""La serrure""";"<p>Gravure ""La serrure""</p>";"tableaux";"gravure-la-serrure";"1680"
"1312";"2016/284J";"Ensemble de quatre boules en bois ""HT""";"<p>Ensemble de quatre boules en bois ""HT""</p>";"sculptures";"ensemble-de-quatre-boules-en-bois-ht";"1681"
"1313";"2016/207B";"Taque de cheminé en fonte ""Armes de France""";"<p>Taque de cheminé en fonte ""Armes de France""</p>";"divers";"taque-de-chemine-en-fonte-armes-de-france";"1682"
"1314";"2011/10N";"Bénitier cloisonné";"<p>Bénitier cloisonné</p>";"divers";"benitier-cloisonne";"1683"
"1315";"2012/269R";"Petit vase blanc en opaline";"<p>Petit vase blanc en opaline</p>";"divers";"petit-vase-blanc-en-opaline";"1684"
"1316";"2016/85B";"Paire de chenets en fonte de fer, 19è siècle";"<p>Paire de chenets en fonte de fer, 19è siècle</p>";"divers";"paire-de-chenets-en-fonte-de-fer-19e-siecle";"1685"
"1317";"2009/13J";"Rabbit jug (chope lapin)";"<p>Rabbit jug (chope lapin)</p>";"divers";"rabbit-jug-chope-lapin";"1686"
"1318";"2010/208E";"Petit vase soliflore";"<p>Petit vase soliflore</p>";"divers";"petit-vase-soliflore";"1687"
"1319";"2012/184C";"Cendrier en Val Saint-Lambert (maure)";"<p>Cendrier en Val Saint-Lambert (maure)</p>";"divers";"cendrier-en-val-saint-lambert-maure";"1688"
"1320";"2016/04C5";"Paire de petites assiettes carrées en Copenhague";"<p>Paire de petites assiettes carrées en Copenhague</p>";"porcelaine-et-faience";"paire-de-petites-assiettes-carrees-en-copenhague";"1689"
"1321";"2012/297C";"Fauteuil de poupée";"<p>Fauteuil de poupée</p>";"fauteuils";"fauteuil-de-poupee";"1690"
"1322";"2011/113B";"Paire d'aquarelle signée ""Franz Meerts"" (Gand 1836 - Bruxelles 1896)";"<p>Paire d'aquarelle signée ""Franz Meerts"" (Gand 1836 - Bruxelles 1896)</p>";"tableaux";"paire-d-aquarelle-signee-franz-meerts-gand-1836-bruxelles-1896";"1691"
"1323";"2013/08E";"Balerine en porcelaine, USA, by W. Goebel, circa 1940";"<p>Balerine en porcelaine, USA, by W. Goebel, circa 1940</p>";"porcelaine-et-faience";"balerine-en-porcelaine-usa-by-w-goebel-circa-1940";"1692"
"1324";"2012/109C";"Vierge en cire sous globe en verre";"<p>Vierge en cire sous globe en verre</p>";"argenterie-et-verrerie";"vierge-en-cire-sous-globe-en-verre";"1693"
"1325";"2019/01C";"Horloge Napoléon III";"<p>Horloge Napoléon III</p>";"divers";"horloge-napoleon-iii";"1694"
"1326";"2010/04C";"Petite vitrine grillagée en noyer , 19è siècle";"<p>Petite vitrine grillagée en noyer , 19è siècle</p>";"divers";"petite-vitrine-grillagee-en-noyer-19e-siecle";"1695"
"1327";"2016/308E";"Gravure ""Amerspoort""";"<p>Gravure ""Amerspoort"" </p>";"tableaux";"gravure-amerspoort";"1696"
"1328";"2007/281A";"Miroir Charles X";"<p>Miroir Charles X</p>";"miroirs-et-trumeaux";"miroir-charles-x";"1697"
"1329";"2012/274G";"Deux cadres en bois, 1930";"<p>Deux cadres en bois, 1930</p>";"sculptures";"deux-cadres-en-bois-1930";"1698"
"1330";"2010/119E";"Gravure Saint Anne d'Ouvray";"<p>Gravure Saint Anne d'Ouvray</p>";"tableaux";"gravure-saint-anne-d-ouvray";"1699"
"1331";"2010/304F";"Trois grandes chopes (pottery jugs)";"<p>Trois grandes chopes (pottery jugs)</p>";"divers";"trois-grandes-chopes-pottery-jugs";"1700"
"1332";"2014/219F";"Petite étagère en cerisier";"<p>Petite étagère en cerisier </p>";"mobilier";"petite-etagere-en-cerisier";"1701"
"1333";"2010/09";"Miroir directoire (dans l'état)";"<p>Miroir directoire (dans l'état)</p>";"miroirs-et-trumeaux";"miroir-directoire-dans-l-etat";"1702"
"1334";"2015/253A";"Tirelire victorienne";"<p>Tirelire victorienne</p>";"divers";"tirelire-victorienne";"1703"
"1335";"2010/294F";"Boîte en métal Napoléon III";"<p>Boîte en métal Napoléon III</p>";"divers";"boite-en-metal-napoleon-iii";"1704"
"1336";"2018/193";"Visionneuse en cuivre ""Magie""";"<p>Visionneuse en cuivre ""Magie""</p>";"divers";"visionneuse-en-cuivre-magie";"1705"
"1337";"2014/157N1";"Paire de carafons";"<p>Paire de carafons</p>";"divers";"paire-de-carafons";"1706"
"1338";"2017/03M";"Trois gravures d'après Watteau (peintre français du 18è siècle)";"<p>Trois gravures d'après Watteau (peintre français du 18è siècle)</p>";"tableaux";"trois-gravures-d-apres-watteau-peintre-francais-du-18e-siecle";"1707"
"1339";"2015/82E";"Globe en verre et son socle";"<p>Globe en verre et son socle</p>";"argenterie-et-verrerie";"globe-en-verre-et-son-socle";"1708"
"1340";"2002/215B";"Plat à entrée";"<p>Plat à entrée </p>";"divers";"plat-a-entree";"1709"
"1341";"2012/308K";"Gravure angelot, fin 19è siècle";"<p>Gravure angelot, fin 19è siècle</p>";"tableaux";"gravure-angelot-fin-19e-siecle";"1710"
"1342";"2016/308C";"Série de trois gravures ""Chasse à cour""";"<p>Série de trois gravures ""Chasse à cour""</p>";"tableaux";"serie-de-trois-gravures-chasse-a-cour";"1711"
"1343";"2014/157N3";"Carafon ébréché";"<p>Carafon ébréché</p>";"divers";"carafon-ebreche";"1712"
"1344";"2016/279C";"Eprouvette dans étui en bois";"<p>Eprouvette dans étui en bois</p>";"sculptures";"eprouvette-dans-etui-en-bois";"1715"
